City,Year,Data_Type,Mode,Share,Source
Portola Valley,2012,Residence,Other,0.017,ACS_B08301_5YR
Portola Valley,2012,Residence,Transit,0.019,ACS_B08301_5YR
Portola Valley,2012,Residence,Walk,0.008,ACS_B08301_5YR
Portola Valley,2012,Residence,Work From Home,0.187,ACS_B08301_5YR
Redwood City,2012,Residence,Bicycle,0.017,ACS_B08301_5YR
Redwood City,2012,Residence,Carpool,0.097,ACS_B08301_5YR
Redwood City,2012,Residence,Drive Alone,0.752,ACS_B08301_5YR
Redwood City,2012,Residence,Other,0.011,ACS_B08301_5YR
Redwood City,2012,Residence,Transit,0.036,ACS_B08301_5YR
Redwood City,2012,Residence,Walk,0.031,ACS_B08301_5YR
Redwood City,2012,Residence,Work From Home,0.056,ACS_B08301_5YR
Richmond,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
Richmond,2012,Residence,Carpool,0.167,ACS_B08301_5YR
Richmond,2012,Residence,Drive Alone,0.627,ACS_B08301_5YR
Richmond,2012,Residence,Other,0.012,ACS_B08301_5YR
Richmond,2012,Residence,Transit,0.139,ACS_B08301_5YR
Richmond,2012,Residence,Walk,0.021,ACS_B08301_5YR
Richmond,2012,Residence,Work From Home,0.028,ACS_B08301_5YR
Rio Vista,2012,Residence,Bicycle,0.007,ACS_B08301_5YR
Rio Vista,2012,Residence,Carpool,0.135,ACS_B08301_5YR
Rio Vista,2012,Residence,Drive Alone,0.772,ACS_B08301_5YR
Rio Vista,2012,Residence,Other,0.006,ACS_B08301_5YR
Rio Vista,2012,Residence,Transit,0.022,ACS_B08301_5YR
Rio Vista,2012,Residence,Walk,0.028,ACS_B08301_5YR
Rio Vista,2012,Residence,Work From Home,0.031,ACS_B08301_5YR
Rohnert Park,2012,Residence,Bicycle,0.025,ACS_B08301_5YR
Rohnert Park,2012,Residence,Carpool,0.097,ACS_B08301_5YR
Rohnert Park,2012,Residence,Drive Alone,0.778,ACS_B08301_5YR
Rohnert Park,2012,Residence,Other,0.014,ACS_B08301_5YR
Rohnert Park,2012,Residence,Transit,0.023,ACS_B08301_5YR
Rohnert Park,2012,Residence,Walk,0.021,ACS_B08301_5YR
Rohnert Park,2012,Residence,Work From Home,0.042,ACS_B08301_5YR
Ross,2012,Residence,Bicycle,0.028,ACS_B08301_5YR
Ross,2012,Residence,Carpool,0.007,ACS_B08301_5YR
Ross,2012,Residence,Drive Alone,0.682,ACS_B08301_5YR
Ross,2012,Residence,Other,0.019,ACS_B08301_5YR
Ross,2012,Residence,Transit,0.085,ACS_B08301_5YR
Ross,2012,Residence,Walk,0.038,ACS_B08301_5YR
Ross,2012,Residence,Work From Home,0.142,ACS_B08301_5YR
San Anselmo,2012,Residence,Bicycle,0.025,ACS_B08301_5YR
San Anselmo,2012,Residence,Carpool,0.091,ACS_B08301_5YR
San Anselmo,2012,Residence,Drive Alone,0.635,ACS_B08301_5YR
San Anselmo,2012,Residence,Other,0.003,ACS_B08301_5YR
San Anselmo,2012,Residence,Transit,0.125,ACS_B08301_5YR
San Anselmo,2012,Residence,Walk,0.03,ACS_B08301_5YR
San Anselmo,2012,Residence,Work From Home,0.093,ACS_B08301_5YR
San Bruno,2012,Residence,Bicycle,0.003,ACS_B08301_5YR
San Bruno,2012,Residence,Carpool,0.13,ACS_B08301_5YR
San Bruno,2012,Residence,Drive Alone,0.721,ACS_B08301_5YR
San Bruno,2012,Residence,Other,0.013,ACS_B08301_5YR
San Bruno,2012,Residence,Transit,0.086,ACS_B08301_5YR
San Bruno,2012,Residence,Walk,0.015,ACS_B08301_5YR
San Bruno,2012,Residence,Work From Home,0.031,ACS_B08301_5YR
San Carlos,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
San Carlos,2012,Residence,Carpool,0.085,ACS_B08301_5YR
San Carlos,2012,Residence,Drive Alone,0.771,ACS_B08301_5YR
San Carlos,2012,Residence,Other,0.006,ACS_B08301_5YR
San Carlos,2012,Residence,Transit,0.05,ACS_B08301_5YR
San Carlos,2012,Residence,Walk,0.015,ACS_B08301_5YR
San Carlos,2012,Residence,Work From Home,0.064,ACS_B08301_5YR
San Francisco,2012,Residence,Bicycle,0.034,ACS_B08301_5YR
San Francisco,2012,Residence,Carpool,0.08,ACS_B08301_5YR
San Francisco,2012,Residence,Drive Alone,0.373,ACS_B08301_5YR
San Francisco,2012,Residence,Other,0.021,ACS_B08301_5YR
San Francisco,2012,Residence,Transit,0.324,ACS_B08301_5YR
San Francisco,2012,Residence,Walk,0.099,ACS_B08301_5YR
San Francisco,2012,Residence,Work From Home,0.07,ACS_B08301_5YR
San Jose,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
San Jose,2012,Residence,Carpool,0.108,ACS_B08301_5YR
San Jose,2012,Residence,Drive Alone,0.778,ACS_B08301_5YR
San Jose,2012,Residence,Other,0.013,ACS_B08301_5YR
San Jose,2012,Residence,Transit,0.035,ACS_B08301_5YR
San Jose,2012,Residence,Walk,0.018,ACS_B08301_5YR
San Jose,2012,Residence,Work From Home,0.04,ACS_B08301_5YR
San Leandro,2012,Residence,Bicycle,0.005,ACS_B08301_5YR
San Leandro,2012,Residence,Carpool,0.106,ACS_B08301_5YR
San Leandro,2012,Residence,Drive Alone,0.708,ACS_B08301_5YR
San Leandro,2012,Residence,Other,0.013,ACS_B08301_5YR
San Leandro,2012,Residence,Transit,0.119,ACS_B08301_5YR
San Leandro,2012,Residence,Walk,0.018,ACS_B08301_5YR
San Leandro,2012,Residence,Work From Home,0.031,ACS_B08301_5YR
San Mateo,2012,Residence,Bicycle,0.018,ACS_B08301_5YR
San Mateo,2012,Residence,Carpool,0.111,ACS_B08301_5YR
San Mateo,2012,Residence,Drive Alone,0.698,ACS_B08301_5YR
San Mateo,2012,Residence,Other,0.012,ACS_B08301_5YR
San Mateo,2012,Residence,Transit,0.08,ACS_B08301_5YR
San Mateo,2012,Residence,Walk,0.038,ACS_B08301_5YR
San Mateo,2012,Residence,Work From Home,0.042,ACS_B08301_5YR
San Pablo,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
San Pablo,2012,Residence,Carpool,0.24,ACS_B08301_5YR
San Pablo,2012,Residence,Drive Alone,0.598,ACS_B08301_5YR
San Pablo,2012,Residence,Other,0.023,ACS_B08301_5YR
San Pablo,2012,Residence,Transit,0.094,ACS_B08301_5YR
San Pablo,2012,Residence,Walk,0.014,ACS_B08301_5YR
San Pablo,2012,Residence,Work From Home,0.022,ACS_B08301_5YR
San Rafael,2012,Residence,Bicycle,0.018,ACS_B08301_5YR
San Rafael,2012,Residence,Carpool,0.104,ACS_B08301_5YR
San Rafael,2012,Residence,Drive Alone,0.628,ACS_B08301_5YR
San Rafael,2012,Residence,Other,0.015,ACS_B08301_5YR
San Rafael,2012,Residence,Transit,0.113,ACS_B08301_5YR
San Rafael,2012,Residence,Walk,0.046,ACS_B08301_5YR
San Rafael,2012,Residence,Work From Home,0.076,ACS_B08301_5YR
San Ramon,2012,Residence,Bicycle,0.004,ACS_B08301_5YR
San Ramon,2012,Residence,Carpool,0.076,ACS_B08301_5YR
San Ramon,2012,Residence,Drive Alone,0.76,ACS_B08301_5YR
San Ramon,2012,Residence,Other,0.01,ACS_B08301_5YR
San Ramon,2012,Residence,Transit,0.06,ACS_B08301_5YR
San Ramon,2012,Residence,Walk,0.016,ACS_B08301_5YR
San Ramon,2012,Residence,Work From Home,0.074,ACS_B08301_5YR
Santa Clara,2012,Residence,Bicycle,0.016,ACS_B08301_5YR
Santa Clara,2012,Residence,Carpool,0.1,ACS_B08301_5YR
Santa Clara,2012,Residence,Drive Alone,0.771,ACS_B08301_5YR
Santa Clara,2012,Residence,Other,0.011,ACS_B08301_5YR
Santa Clara,2012,Residence,Transit,0.036,ACS_B08301_5YR
Santa Clara,2012,Residence,Walk,0.03,ACS_B08301_5YR
Santa Clara,2012,Residence,Work From Home,0.036,ACS_B08301_5YR
Santa Rosa,2012,Residence,Bicycle,0.012,ACS_B08301_5YR
Santa Rosa,2012,Residence,Carpool,0.11,ACS_B08301_5YR
Santa Rosa,2012,Residence,Drive Alone,0.769,ACS_B08301_5YR
Santa Rosa,2012,Residence,Other,0.01,ACS_B08301_5YR
Santa Rosa,2012,Residence,Transit,0.019,ACS_B08301_5YR
Santa Rosa,2012,Residence,Walk,0.033,ACS_B08301_5YR
Santa Rosa,2012,Residence,Work From Home,0.047,ACS_B08301_5YR
Saratoga,2012,Residence,Bicycle,0.005,ACS_B08301_5YR
Saratoga,2012,Residence,Carpool,0.064,ACS_B08301_5YR
Saratoga,2012,Residence,Drive Alone,0.833,ACS_B08301_5YR
Saratoga,2012,Residence,Other,0.002,ACS_B08301_5YR
Saratoga,2012,Residence,Transit,0.003,ACS_B08301_5YR
Saratoga,2012,Residence,Walk,0.01,ACS_B08301_5YR
Saratoga,2012,Residence,Work From Home,0.084,ACS_B08301_5YR
Sausalito,2012,Residence,Bicycle,0.03,ACS_B08301_5YR
Sausalito,2012,Residence,Carpool,0.062,ACS_B08301_5YR
Sausalito,2012,Residence,Drive Alone,0.595,ACS_B08301_5YR
Sausalito,2012,Residence,Other,0.004,ACS_B08301_5YR
Sausalito,2012,Residence,Transit,0.154,ACS_B08301_5YR
Sausalito,2012,Residence,Walk,0.024,ACS_B08301_5YR
Sausalito,2012,Residence,Work From Home,0.132,ACS_B08301_5YR
Sebastopol,2012,Residence,Bicycle,0.012,ACS_B08301_5YR
Sebastopol,2012,Residence,Carpool,0.077,ACS_B08301_5YR
Sebastopol,2012,Residence,Drive Alone,0.719,ACS_B08301_5YR
Sebastopol,2012,Residence,Other,0.011,ACS_B08301_5YR
Sebastopol,2012,Residence,Transit,0.006,ACS_B08301_5YR
Sebastopol,2012,Residence,Walk,0.09,ACS_B08301_5YR
Sebastopol,2012,Residence,Work From Home,0.085,ACS_B08301_5YR
Sonoma,2012,Residence,Bicycle,0.032,ACS_B08301_5YR
Sonoma,2012,Residence,Carpool,0.087,ACS_B08301_5YR
Sonoma,2012,Residence,Drive Alone,0.674,ACS_B08301_5YR
Sonoma,2012,Residence,Other,0.011,ACS_B08301_5YR
Sonoma,2012,Residence,Transit,0.009,ACS_B08301_5YR
Sonoma,2012,Residence,Walk,0.075,ACS_B08301_5YR
Sonoma,2012,Residence,Work From Home,0.112,ACS_B08301_5YR
South San Francisco,2012,Residence,Bicycle,0.007,ACS_B08301_5YR
South San Francisco,2012,Residence,Carpool,0.151,ACS_B08301_5YR
South San Francisco,2012,Residence,Drive Alone,0.675,ACS_B08301_5YR
South San Francisco,2012,Residence,Other,0.006,ACS_B08301_5YR
South San Francisco,2012,Residence,Transit,0.099,ACS_B08301_5YR
South San Francisco,2012,Residence,Walk,0.038,ACS_B08301_5YR
South San Francisco,2012,Residence,Work From Home,0.024,ACS_B08301_5YR
St. Helena,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
St. Helena,2012,Residence,Carpool,0.044,ACS_B08301_5YR
St. Helena,2012,Residence,Drive Alone,0.747,ACS_B08301_5YR
St. Helena,2012,Residence,Other,0,ACS_B08301_5YR
St. Helena,2012,Residence,Transit,0,ACS_B08301_5YR
St. Helena,2012,Residence,Walk,0.085,ACS_B08301_5YR
St. Helena,2012,Residence,Work From Home,0.118,ACS_B08301_5YR
Suisun City,2012,Residence,Bicycle,0.005,ACS_B08301_5YR
Suisun City,2012,Residence,Carpool,0.169,ACS_B08301_5YR
Suisun City,2012,Residence,Drive Alone,0.743,ACS_B08301_5YR
Suisun City,2012,Residence,Other,0.011,ACS_B08301_5YR
Suisun City,2012,Residence,Transit,0.031,ACS_B08301_5YR
Suisun City,2012,Residence,Walk,0.013,ACS_B08301_5YR
Suisun City,2012,Residence,Work From Home,0.028,ACS_B08301_5YR
Sunnyvale,2012,Residence,Bicycle,0.013,ACS_B08301_5YR
Sunnyvale,2012,Residence,Carpool,0.105,ACS_B08301_5YR
Sunnyvale,2012,Residence,Drive Alone,0.771,ACS_B08301_5YR
Sunnyvale,2012,Residence,Other,0.017,ACS_B08301_5YR
Sunnyvale,2012,Residence,Transit,0.042,ACS_B08301_5YR
Sunnyvale,2012,Residence,Walk,0.012,ACS_B08301_5YR
Sunnyvale,2012,Residence,Work From Home,0.04,ACS_B08301_5YR
Tiburon,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
Tiburon,2012,Residence,Carpool,0.1,ACS_B08301_5YR
Tiburon,2012,Residence,Drive Alone,0.628,ACS_B08301_5YR
Tiburon,2012,Residence,Other,0.012,ACS_B08301_5YR
Tiburon,2012,Residence,Transit,0.105,ACS_B08301_5YR
Tiburon,2012,Residence,Walk,0.016,ACS_B08301_5YR
Tiburon,2012,Residence,Work From Home,0.134,ACS_B08301_5YR
Union City,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Union City,2012,Residence,Carpool,0.118,ACS_B08301_5YR
Union City,2012,Residence,Drive Alone,0.744,ACS_B08301_5YR
Union City,2012,Residence,Other,0.013,ACS_B08301_5YR
Union City,2012,Residence,Transit,0.089,ACS_B08301_5YR
Union City,2012,Residence,Walk,0.012,ACS_B08301_5YR
Union City,2012,Residence,Work From Home,0.023,ACS_B08301_5YR
Vacaville,2012,Residence,Bicycle,0.004,ACS_B08301_5YR
Vacaville,2012,Residence,Carpool,0.108,ACS_B08301_5YR
Vacaville,2012,Residence,Drive Alone,0.83,ACS_B08301_5YR
Vacaville,2012,Residence,Other,0.002,ACS_B08301_5YR
Vacaville,2012,Residence,Transit,0.007,ACS_B08301_5YR
Vacaville,2012,Residence,Walk,0.017,ACS_B08301_5YR
Vacaville,2012,Residence,Work From Home,0.03,ACS_B08301_5YR
Vallejo,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Vallejo,2012,Residence,Carpool,0.17,ACS_B08301_5YR
Vallejo,2012,Residence,Drive Alone,0.707,ACS_B08301_5YR
Vallejo,2012,Residence,Other,0.014,ACS_B08301_5YR
Vallejo,2012,Residence,Transit,0.048,ACS_B08301_5YR
Vallejo,2012,Residence,Walk,0.02,ACS_B08301_5YR
Vallejo,2012,Residence,Work From Home,0.038,ACS_B08301_5YR
Walnut Creek,2012,Residence,Bicycle,0.008,ACS_B08301_5YR
Walnut Creek,2012,Residence,Carpool,0.066,ACS_B08301_5YR
Walnut Creek,2012,Residence,Drive Alone,0.651,ACS_B08301_5YR
Walnut Creek,2012,Residence,Other,0.01,ACS_B08301_5YR
Walnut Creek,2012,Residence,Transit,0.161,ACS_B08301_5YR
Walnut Creek,2012,Residence,Walk,0.028,ACS_B08301_5YR
Walnut Creek,2012,Residence,Work From Home,0.075,ACS_B08301_5YR
Windsor,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Windsor,2012,Residence,Carpool,0.082,ACS_B08301_5YR
Windsor,2012,Residence,Drive Alone,0.841,ACS_B08301_5YR
Windsor,2012,Residence,Other,0.008,ACS_B08301_5YR
Windsor,2012,Residence,Transit,0.006,ACS_B08301_5YR
Windsor,2012,Residence,Walk,0.011,ACS_B08301_5YR
Windsor,2012,Residence,Work From Home,0.051,ACS_B08301_5YR
Woodside,2012,Residence,Bicycle,0.011,ACS_B08301_5YR
Woodside,2012,Residence,Carpool,0.037,ACS_B08301_5YR
Woodside,2012,Residence,Drive Alone,0.75,ACS_B08301_5YR
Woodside,2012,Residence,Other,0.019,ACS_B08301_5YR
Woodside,2012,Residence,Transit,0.005,ACS_B08301_5YR
Woodside,2012,Residence,Walk,0.013,ACS_B08301_5YR
Woodside,2012,Residence,Work From Home,0.165,ACS_B08301_5YR
Yountville,2012,Residence,Bicycle,0.015,ACS_B08301_5YR
Yountville,2012,Residence,Carpool,0.036,ACS_B08301_5YR
Yountville,2012,Residence,Drive Alone,0.665,ACS_B08301_5YR
Yountville,2012,Residence,Other,0.02,ACS_B08301_5YR
Yountville,2012,Residence,Transit,0.011,ACS_B08301_5YR
Yountville,2012,Residence,Walk,0.123,ACS_B08301_5YR
Yountville,2012,Residence,Work From Home,0.129,ACS_B08301_5YR
Alameda,2013,Residence,Bicycle,0.016,ACS_B08301_5YR
Alameda,2013,Residence,Carpool,0.09,ACS_B08301_5YR
Alameda,2013,Residence,Drive Alone,0.618,ACS_B08301_5YR
Alameda,2013,Residence,Other,0.015,ACS_B08301_5YR
Alameda,2013,Residence,Transit,0.152,ACS_B08301_5YR
Alameda,2013,Residence,Walk,0.042,ACS_B08301_5YR
Alameda,2013,Residence,Work From Home,0.066,ACS_B08301_5YR
Albany,2013,Residence,Bicycle,0.058,ACS_B08301_5YR
Albany,2013,Residence,Carpool,0.084,ACS_B08301_5YR
Albany,2013,Residence,Drive Alone,0.489,ACS_B08301_5YR
Albany,2013,Residence,Other,0.018,ACS_B08301_5YR
Albany,2013,Residence,Transit,0.241,ACS_B08301_5YR
Albany,2013,Residence,Walk,0.046,ACS_B08301_5YR
Albany,2013,Residence,Work From Home,0.064,ACS_B08301_5YR
American Canyon,2013,Residence,Bicycle,0.001,ACS_B08301_5YR
American Canyon,2013,Residence,Carpool,0.15,ACS_B08301_5YR
American Canyon,2013,Residence,Drive Alone,0.788,ACS_B08301_5YR
American Canyon,2013,Residence,Other,0.004,ACS_B08301_5YR
American Canyon,2013,Residence,Transit,0.009,ACS_B08301_5YR
American Canyon,2013,Residence,Walk,0.013,ACS_B08301_5YR
American Canyon,2013,Residence,Work From Home,0.034,ACS_B08301_5YR
Antioch,2013,Residence,Bicycle,0.004,ACS_B08301_5YR
Antioch,2013,Residence,Carpool,0.155,ACS_B08301_5YR
Antioch,2013,Residence,Drive Alone,0.721,ACS_B08301_5YR
Antioch,2013,Residence,Other,0.01,ACS_B08301_5YR
Antioch,2013,Residence,Transit,0.058,ACS_B08301_5YR
Antioch,2013,Residence,Walk,0.013,ACS_B08301_5YR
Antioch,2013,Residence,Work From Home,0.04,ACS_B08301_5YR
Atherton,2013,Residence,Bicycle,0,ACS_B08301_5YR
Atherton,2013,Residence,Carpool,0.07,ACS_B08301_5YR
Atherton,2013,Residence,Drive Alone,0.744,ACS_B08301_5YR
Atherton,2013,Residence,Other,0.008,ACS_B08301_5YR
Atherton,2013,Residence,Transit,0.041,ACS_B08301_5YR
Atherton,2013,Residence,Walk,0.03,ACS_B08301_5YR
Atherton,2013,Residence,Work From Home,0.107,ACS_B08301_5YR
Belmont,2013,Residence,Bicycle,0.006,ACS_B08301_5YR
Belmont,2013,Residence,Carpool,0.08,ACS_B08301_5YR
Belmont,2013,Residence,Drive Alone,0.744,ACS_B08301_5YR
Belmont,2013,Residence,Other,0.015,ACS_B08301_5YR
Belmont,2013,Residence,Transit,0.05,ACS_B08301_5YR
Belmont,2013,Residence,Walk,0.016,ACS_B08301_5YR
Belmont,2013,Residence,Work From Home,0.09,ACS_B08301_5YR
Belvedere,2013,Residence,Bicycle,0.003,ACS_B08301_5YR
Belvedere,2013,Residence,Carpool,0.102,ACS_B08301_5YR
Belvedere,2013,Residence,Drive Alone,0.527,ACS_B08301_5YR
Belvedere,2013,Residence,Other,0.026,ACS_B08301_5YR
Belvedere,2013,Residence,Transit,0.113,ACS_B08301_5YR
Belvedere,2013,Residence,Walk,0.052,ACS_B08301_5YR
Belvedere,2013,Residence,Work From Home,0.177,ACS_B08301_5YR
Benicia,2013,Residence,Bicycle,0.005,ACS_B08301_5YR
Benicia,2013,Residence,Carpool,0.092,ACS_B08301_5YR
Benicia,2013,Residence,Drive Alone,0.769,ACS_B08301_5YR
Benicia,2013,Residence,Other,0.01,ACS_B08301_5YR
Benicia,2013,Residence,Transit,0.045,ACS_B08301_5YR
Benicia,2013,Residence,Walk,0.017,ACS_B08301_5YR
Benicia,2013,Residence,Work From Home,0.061,ACS_B08301_5YR
Berkeley,2013,Residence,Bicycle,0.086,ACS_B08301_5YR
Berkeley,2013,Residence,Carpool,0.068,ACS_B08301_5YR
Berkeley,2013,Residence,Drive Alone,0.367,ACS_B08301_5YR
Berkeley,2013,Residence,Other,0.014,ACS_B08301_5YR
Berkeley,2013,Residence,Transit,0.202,ACS_B08301_5YR
Berkeley,2013,Residence,Walk,0.154,ACS_B08301_5YR
Berkeley,2013,Residence,Work From Home,0.109,ACS_B08301_5YR
Brentwood,2013,Residence,Bicycle,0.001,ACS_B08301_5YR
Brentwood,2013,Residence,Carpool,0.101,ACS_B08301_5YR
Brentwood,2013,Residence,Drive Alone,0.781,ACS_B08301_5YR
Brentwood,2013,Residence,Other,0.01,ACS_B08301_5YR
Brentwood,2013,Residence,Transit,0.026,ACS_B08301_5YR
Brentwood,2013,Residence,Walk,0.004,ACS_B08301_5YR
Brentwood,2013,Residence,Work From Home,0.076,ACS_B08301_5YR
Brisbane,2013,Residence,Bicycle,0.007,ACS_B08301_5YR
Brisbane,2013,Residence,Carpool,0.123,ACS_B08301_5YR
Brisbane,2013,Residence,Drive Alone,0.675,ACS_B08301_5YR
Brisbane,2013,Residence,Other,0.029,ACS_B08301_5YR
Brisbane,2013,Residence,Transit,0.089,ACS_B08301_5YR
Brisbane,2013,Residence,Walk,0.05,ACS_B08301_5YR
Brisbane,2013,Residence,Work From Home,0.026,ACS_B08301_5YR
Burlingame,2013,Residence,Bicycle,0.004,ACS_B08301_5YR
Burlingame,2013,Residence,Carpool,0.055,ACS_B08301_5YR
Burlingame,2013,Residence,Drive Alone,0.724,ACS_B08301_5YR
Burlingame,2013,Residence,Other,0.008,ACS_B08301_5YR
Burlingame,2013,Residence,Transit,0.123,ACS_B08301_5YR
Burlingame,2013,Residence,Walk,0.03,ACS_B08301_5YR
Burlingame,2013,Residence,Work From Home,0.057,ACS_B08301_5YR
Calistoga,2013,Residence,Bicycle,0.048,ACS_B08301_5YR
Calistoga,2013,Residence,Carpool,0.196,ACS_B08301_5YR
Calistoga,2013,Residence,Drive Alone,0.638,ACS_B08301_5YR
Calistoga,2013,Residence,Other,0.008,ACS_B08301_5YR
Calistoga,2013,Residence,Transit,0.024,ACS_B08301_5YR
Calistoga,2013,Residence,Walk,0.065,ACS_B08301_5YR
Calistoga,2013,Residence,Work From Home,0.021,ACS_B08301_5YR
Campbell,2013,Residence,Bicycle,0.018,ACS_B08301_5YR
Campbell,2013,Residence,Carpool,0.079,ACS_B08301_5YR
Campbell,2013,Residence,Drive Alone,0.802,ACS_B08301_5YR
Campbell,2013,Residence,Other,0.009,ACS_B08301_5YR
Campbell,2013,Residence,Transit,0.025,ACS_B08301_5YR
Campbell,2013,Residence,Walk,0.017,ACS_B08301_5YR
Campbell,2013,Residence,Work From Home,0.048,ACS_B08301_5YR
Clayton,2013,Residence,Bicycle,0,ACS_B08301_5YR
Clayton,2013,Residence,Carpool,0.06,ACS_B08301_5YR
Clayton,2013,Residence,Drive Alone,0.786,ACS_B08301_5YR
Clayton,2013,Residence,Other,0.007,ACS_B08301_5YR
Clayton,2013,Residence,Transit,0.066,ACS_B08301_5YR
Clayton,2013,Residence,Walk,0.003,ACS_B08301_5YR
Clayton,2013,Residence,Work From Home,0.078,ACS_B08301_5YR
Cloverdale,2013,Residence,Bicycle,0,ACS_B08301_5YR
Cloverdale,2013,Residence,Carpool,0.08,ACS_B08301_5YR
Cloverdale,2013,Residence,Drive Alone,0.821,ACS_B08301_5YR
Cloverdale,2013,Residence,Other,0.002,ACS_B08301_5YR
Cloverdale,2013,Residence,Transit,0,ACS_B08301_5YR
Cloverdale,2013,Residence,Walk,0.016,ACS_B08301_5YR
Cloverdale,2013,Residence,Work From Home,0.081,ACS_B08301_5YR
Colma,2013,Residence,Bicycle,0,ACS_B08301_5YR
Colma,2013,Residence,Carpool,0.173,ACS_B08301_5YR
Colma,2013,Residence,Drive Alone,0.477,ACS_B08301_5YR
Colma,2013,Residence,Other,0.032,ACS_B08301_5YR
Colma,2013,Residence,Transit,0.223,ACS_B08301_5YR
Colma,2013,Residence,Walk,0.065,ACS_B08301_5YR
Colma,2013,Residence,Work From Home,0.03,ACS_B08301_5YR
Concord,2013,Residence,Bicycle,0.01,ACS_B08301_5YR
Concord,2013,Residence,Carpool,0.115,ACS_B08301_5YR
Concord,2013,Residence,Drive Alone,0.709,ACS_B08301_5YR
Concord,2013,Residence,Other,0.013,ACS_B08301_5YR
Concord,2013,Residence,Transit,0.098,ACS_B08301_5YR
Concord,2013,Residence,Walk,0.018,ACS_B08301_5YR
Concord,2013,Residence,Work From Home,0.036,ACS_B08301_5YR
Corte Madera,2013,Residence,Bicycle,0.01,ACS_B08301_5YR
Corte Madera,2013,Residence,Carpool,0.109,ACS_B08301_5YR
Corte Madera,2013,Residence,Drive Alone,0.704,ACS_B08301_5YR
Corte Madera,2013,Residence,Other,0.01,ACS_B08301_5YR
Corte Madera,2013,Residence,Transit,0.085,ACS_B08301_5YR
Corte Madera,2013,Residence,Walk,0.004,ACS_B08301_5YR
Corte Madera,2013,Residence,Work From Home,0.078,ACS_B08301_5YR
Cotati,2013,Residence,Bicycle,0.011,ACS_B08301_5YR
Cotati,2013,Residence,Carpool,0.103,ACS_B08301_5YR
Cotati,2013,Residence,Drive Alone,0.79,ACS_B08301_5YR
Cotati,2013,Residence,Other,0.022,ACS_B08301_5YR
Cotati,2013,Residence,Transit,0.016,ACS_B08301_5YR
Cotati,2013,Residence,Walk,0.014,ACS_B08301_5YR
Cotati,2013,Residence,Work From Home,0.043,ACS_B08301_5YR
Cupertino,2013,Residence,Bicycle,0.007,ACS_B08301_5YR
Cupertino,2013,Residence,Carpool,0.095,ACS_B08301_5YR
Cupertino,2013,Residence,Drive Alone,0.792,ACS_B08301_5YR
Cupertino,2013,Residence,Other,0.01,ACS_B08301_5YR
Cupertino,2013,Residence,Transit,0.025,ACS_B08301_5YR
Cupertino,2013,Residence,Walk,0.012,ACS_B08301_5YR
Cupertino,2013,Residence,Work From Home,0.059,ACS_B08301_5YR
Daly City,2013,Residence,Bicycle,0.002,ACS_B08301_5YR
Daly City,2013,Residence,Carpool,0.138,ACS_B08301_5YR
Daly City,2013,Residence,Drive Alone,0.607,ACS_B08301_5YR
Daly City,2013,Residence,Other,0.008,ACS_B08301_5YR
Daly City,2013,Residence,Transit,0.201,ACS_B08301_5YR
Daly City,2013,Residence,Walk,0.025,ACS_B08301_5YR
Daly City,2013,Residence,Work From Home,0.019,ACS_B08301_5YR
Danville,2013,Residence,Bicycle,0.003,ACS_B08301_5YR
Danville,2013,Residence,Carpool,0.069,ACS_B08301_5YR
Danville,2013,Residence,Drive Alone,0.773,ACS_B08301_5YR
Danville,2013,Residence,Other,0.007,ACS_B08301_5YR
Danville,2013,Residence,Transit,0.05,ACS_B08301_5YR
Danville,2013,Residence,Walk,0.009,ACS_B08301_5YR
Danville,2013,Residence,Work From Home,0.089,ACS_B08301_5YR
Dixon,2013,Residence,Bicycle,0.004,ACS_B08301_5YR
Dixon,2013,Residence,Carpool,0.14,ACS_B08301_5YR
Dixon,2013,Residence,Drive Alone,0.801,ACS_B08301_5YR
Dixon,2013,Residence,Other,0.005,ACS_B08301_5YR
Dixon,2013,Residence,Transit,0.008,ACS_B08301_5YR
Dixon,2013,Residence,Walk,0.01,ACS_B08301_5YR
Dixon,2013,Residence,Work From Home,0.032,ACS_B08301_5YR
Dublin,2013,Residence,Bicycle,0.003,ACS_B08301_5YR
Dublin,2013,Residence,Carpool,0.087,ACS_B08301_5YR
Dublin,2013,Residence,Drive Alone,0.726,ACS_B08301_5YR
Dublin,2013,Residence,Other,0.012,ACS_B08301_5YR
Dublin,2013,Residence,Transit,0.092,ACS_B08301_5YR
Dublin,2013,Residence,Walk,0.021,ACS_B08301_5YR
Dublin,2013,Residence,Work From Home,0.059,ACS_B08301_5YR
East Palo Alto,2013,Residence,Bicycle,0.014,ACS_B08301_5YR
East Palo Alto,2013,Residence,Carpool,0.13,ACS_B08301_5YR
East Palo Alto,2013,Residence,Drive Alone,0.728,ACS_B08301_5YR
